"Price Display Settings","Nastavení zobrazení ceny"
"Priority","Priorita"
"Product Tax Class","Daňová kategorie produktu"
"Product Tax Class Information","Informace o daňové kategorii produktu"
"Product Tax Classes","Daňové kategorie produktů"
"Range From","V rozmezí od"
"Range To","Do"
"Rate","Sazba"
"Rate Percent","Procetní sazba"
"Reset","Vynulovat"
"Row Total","řádky celkem"
"Sales","Prodeje"
"Save Class","Uložit kategorii"
"Save Rate","Uložit sazbu"
"Save Rule","Uložit pravidlo"
"Save and Continue Edit","Uložit a pokračovat v úpravách"
"Shipping & Handling (Excl.Tax)","Poštovné a balné (bez daně)"
"Shipping & Handling (Incl.Tax)","Poštovné a balné (s daní)"
"Shipping (Excl. Tax)","Cena přepravy (bez daně)"
"Shipping (Incl. Tax)","Cena přepravy (s daní)"
"Shipping Excl. Tax (%s)","Cena přepravy bez daně (%s)"
"Shipping Incl. Tax (%s)","Cena přepravy obsahuje daň (%s)"
"Shipping Prices","Cena přepravy"
"Shopping Cart Display Settings","Nastavení zobrazení nákupního košíku"
"Sort Order","Řazení objednávek"
"State","Stav"
"State/Region","Kraj/Region:"
"Subtotal (Excl. Tax)","Mezisoučet (bez daně)"
"Subtotal (Excl.Tax)","Mezisoučet (bez daně)"
"Subtotal (Incl. Tax)","Mezisoučet (s daní)"
"Subtotal (Incl.Tax)","Mezisoučet (s daní)"
"Tax","Daň"
"Tax Calculation Based On","Daně založené na"
"Tax Calculation Method Based On","Metoda výpočtu daní založená na"
"Tax Class for Shipping","Daňová třída pro doručení"
"Tax Classes","Daňové třídy"
"Tax Identifier","Identifikátor daně"
"Tax Rate","Sazba daně"
"Tax Rate Information","Informace o sazbě daně"
"Tax Rule Information","Informace o daňovém pravidlu"
"Tax Rules","Daňová pravidla"
"Tax Section","Daně"
"Tax Titles","Nadpisy daní"
"Tax rates at the same priority are added, others are compounded.","Daňové sazby se stejnou prioritou jsou přidány, ostatní byly sloučeny."
"The tax class has been deleted.","Daňová kategorie byla úspěšně smazána."
"The tax class has been saved.","Daňová kategorie byla úspěšně uložena."
"The tax rate has been deleted.","Daňová sazba byla úspěšně smazána."
"The tax rate has been imported.","Daňová sazba byla úspěšně importována."
"The tax rate has been saved.","Daňová sazba byla úspěšně uložena."
"The tax rule has been deleted.","Daňové pravidlo bylo úspěšně smazáno."
"The tax rule has been saved.","Daňové pravidlo bylo úspěšně uloženo."
"This class no longer exists","Tato třída již nadále neexistuje"
"This rule no longer exists","Tato pravidlo již neexistuje."
"This rule no longer exists.","Tato pravidlo již neexistuje."
"Total","Celkem"
"Unit Price","Cena za kus"
"Whether catalog prices entered by admin include tax.","Zda-li katalogové ceny obsahují daň."
"Whether shipping amounts entered by admin or obtained from gateways include tax.","Zda obsahuje poštovné zapsané v admin sekci nebo získaná z platební brány daň."
"XML","XML"
"Yes","Ano"
"You cannot delete this tax class as it is used for %d customer groups.","Nelze smazat tuto třídu protože je používána pro %d zákaznickou skupinu."
"You cannot delete this tax class as it is used for %d products.","Nelze smazat tuto třídu, protože je používána pro %d produkty."
"You cannot delete this tax class as it is used in Tax Rules. You have to delete the rules it is used in first.","Nelze smazat tuto třídu, protože je používána v daňových pravidlech. Smažte nejprve pravidla."
"Zip/Post Code","PSČ"
"Zip/Post is Range","PSČ"
