"Add New osCommerce Profile","Přidat nový osCommerce profil"
"Add PHP Extension dependency","Přidat závislosti PHP rozšíření"
"Add Package dependency","Přidat závislosti balíčků"
"Add URL Rewrite","Přidat url alias"
"Add URL Rewrite for a Category","Přidat url alias pro kategorii"
"Add URL Rewrite for a Product","Přidat url alias pro produkt"
"Add after","Přidat za"
"Add new Role","Přidat novou roli"
"Additional Cache Management","Pokročilá správa Cache"
"Address Type:","Typ adresy:"
"Admin","Admin"
"Advanced Admin Section","Pokročilé nastavení administrace"
"Advanced Profiles","Rozšířený profil"
"Advanced Section","Rozšířené"
"All","Vše"
"All Allowed Countries","Všechny dovolené země"
"All Cache","Všechnu cache"
"All Files","Všechny soubory"
"All Reviews","Všechny recenze"
"All Store Views","Pohled na všechny obchody"
"All Tags","Všechny štítky"
"All Websites","Všechny weby"
"All countries","Všechny země"
"All fields","Všechny pole"
"All possible rates were fetched, click on ""Save"" to apply","Všechny možné sazby byly vykonané, kliknutím na ""Uložit"" se aplikují"
"All rates were fetched, click on ""Save"" to apply","Všechny sazby byly vykonané, klikněte na ""Uložit"" pro použití"
"All valid rates successfully saved","Všechny platné sazby úspěšně uloženy"
"Amounts","Množství"
"Any","Vše"
"Any Attribute Set","Libovolná množina atributů"
"Any Group","Libovolná skupina"
"Any Status","Libovolný stav"
"Any Store","Libovolný obchod"
"Any Type","Libovolný typ"
"Any Visibility","Libovolná viditelnost"
"Api Key","Klíč API"
"Api Key Confirmation","Potvrzení klíče API"
"Archive file name:","Jméno zálohy:"
"Are you sure that you want to delete this template?","Jste si jisti, že chcete smazat tuto šablonu?"
"Are you sure that you want to strip tags?","Jste si jisti, že chcete odstranit štítky?"
"Are you sure you want to do this?","Jste si jisti, že to chcete udělat?"
"Area","Pole"
"Assigned","Přiřazený"
"Associated Tags","Přidané štítky"
"Attribute Set Name:","Název množiny vlastností:"
"Attribute set was successfully removed.","Množina vlastností byla úspěšně odebrána."
"Attributes","Vlastnosti"
"Authors","Autoři"
"Available Products","Dostupné produkty"
"Average Order Amount","Průměrná hodnota objednávky"
"Average Orders","Průměrná hodnota objednávky"
"Back","Zpět"
"Back to Login","Zpět na přihlášení"
"Backup","Záloha"
"Backup record was deleted","Záloha záznamu byla smazána"
"Backup successfully created","Záloha úspěšně vytvořena"
"Backups","Zálohy"
"Base currency","Základní měna"
"Bcc","Kopie"
"Bestsellers","Nejprodávanější"
"Big Image","Velký obrázek"
"Billing Address","Fakturační adresa"
"Billing address","Fakturační adresa"
"Block Information","Informace o bloku"
"Both (without and with tax)","Obě (s a bez daní)"
"Both IPN and PDT","Oba IPN a PDT"
"Browse Files...","Procházet soubory..."
"Bundle Items","Položky balení"
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","Balení s dynamickou cenou nesmí obsahovat vlastní definované možnosti. Nastavení nebylo uloženo."
"CMS","CMS"
"CRITICAL","KRITICKÁ"
"CSV","CSV"
"CSV / Tab separated","CSV / Oddělená tabulka"
"Cache Control","Nastavení Cache"
"Cache Control (beta)","Ovládání cache (beta)"
"Cache Management","Správa Cache"
"Cache Type","Typ cache"
"Cache storage was flushed successfully.","Vyrovnávací paměť obchodu vyla úspěšně vyčištěna."
"Can not add new comment.","Nelze přidat nový komentář."
"Can not add tracking number.","Nelze přidat sledovací číslo."
"Can not delete tracking number.","Nelze smazat sledovací číslo."
"Can not do credit memo for order","Nelze vytvořit dobropis pro objednávku"
"Can not do shipment for order separate from invoice.","Nelze zaslat odděleně od faktury."
"Can not do shipment for order.","Nelze vyrobit dodací list pro objednávku."
"Can not initialize shipment for adding tracking number.","Nelze inicializovat zásilku pro zadané sledovací číslo."
"Can not initialize shipment for delete tracking number.","Nelze inicializovat doručení pro smazání sledovacího čísla."
"Can not load track with retrieving identifier.","Nelze načíst zakázku se zadaným identifikátorem."
"Can not retrieve tracking number detail.","Nelze získat podrobnosti k sledování zakázky."
"Can not save shipment.","Nelze vyrobit zásilku."
"Can not send shipment information.","Nelze zaslat informace o zásilce."
"Can not update item qty","Nelze upravit množství položky"
"Can't delete design change","Nelze smazat změny v zobrazení"
"Can't find email address.","Nelze najít emailovou adresu."
"Cancel","Zrušit"
"Cannot save Credit Memo.","Dobropis nelze uložit."
"Card Verification Number","Ověřovací číslo karty (CCV)"
"Carrier/Method","Přepravce/Metoda"
"Catalog","Katalog"
"Catalog Index rebuild error. Please try again later","Chyba při obnově katalogového indexu. Prosím zkuste to později"
"Catalog Index was rebuilt successfully","Index katalogu byl úspěšně obnoven"
"Catalog Price Rules","Pravidla cen pro katalog"
"Catalog Rewrites","Přepis katalogových url"
"Catalog Rewrites was refreshed successfully","Přepis katalogu byl úspěšně obnoven"
"Catalog Rewrites were refreshed successfully","Přepis katalogu byl úspěšně obnoven"
"CatalogInventory Stock Status rebuild error. Please try again later","Chyba při obnovování stavu zboží na skladě. Prosím zkuste to později"
"CatalogInventory Stock Status was rebuilt successfully","Obnovení stavu zboží na skladě proběhlo úspěšně"
"Categories","Kategorie"
"Category:","Kategorie:"
"Channel","Kanál"
"Checkbox","zaškrtávací políčko"
"Choose Store View","Vyberte pohled na obchod"
"Choose an attribute","Vyberte vlastnost"
"Clear","Vymazat"
"Close","Zavřít"
"Comment text field can not be empty.","Pole komentáře nesmí být prázdné."
"Comments History","Historie komentářů"
"Complete","Hotovo"
"Configuration","Nastavení"
"Configuration successfully saved","Nastavení úspěšně uloženo"
"Confirmed email:","Potvrzující email:"
"Connect with the Magento Community","Spojení s komunitou Magento"
"Contents","Obsah"
"Convert to Plain Text","Převést na prostý text"
"Cookie (Unsafe)","Cookie (nebezpečné)"
"Country","Země"
"Country:","Země:"
"Coupons","Kupóny"
"Create","Vytvořit"
"Create DB Backup","Vytvořit zálohu DB"
"Create New Attribute","Vytvořit nový atribut"
"Create URL Rewrite:","Vytvořit url alias:"
"Created At","Vytvořeno v"
"Created At Invoice","Fakturováno"
"Created At Order","Objednáno"
"Created At Refunded","Vráceno"
"Created At Shipment","Zásilka vytvořena"
"Credit Card Number","Číslo platební karty"
"Credit Card Number: xxxx-%s","Číslo platební karty: xxxx-%s"
"Credit Card Type","Typ platební karty"
"Credit Card Type: %s","Typ platební karty: %s"
"Credit Memo #%s comment added","Dobropis %s komentář přidán"
"Credit Memo #%s created","Dobropis #%s vytvořen"
"Credit Memo History","Historie dobropisu"
"Credit Memo Totals","Dobropisy celkem"
"Credit Memo cancel error.","Chyba při rušení dobropisu."
"Credit Memo total must be positive.","Dobropis musí být kladný."
"Credit Memo void error","Chyba, prázdný dobropis"
"Credit Memo was successfully canceled.","Dobropis byl úspěšně zrušen."
"Credit Memo was successfully created","Dobropis byl úspěšně vytvořen"
"Credit Memo was successfully voided","Dobropis byl úspěšně vynulován"
"Credit Memos","Dobropisy"
"Currency","Měna"
"Currency Information","Informace o měně"
"Currency Setup Section","Nastavení měny"
"Current Configuration Scope:","Aktuální rozsah nastavení:"
"Current Month","Aktuální měsíc"
"Custom","Uživatelský"
"Custom Variable ""%s""","Vlastní proměnná ""%s"""
"Custom Variable has been successfully deleted.","Vlastní proměnné byly úspěšně smazány."
"Custom Variable has been successfully saved.","Vlastní proměnné byly úspěšně uloženy."
"Custom Variables","Vlastní proměnné"
"Customer","Zákazník"
"Customer Group:","Skupina zákazníků:"
"Customer Groups","Skupiny zákazníků"
"Customer Name","Jméno zákazníka"
"Customer Reviews","Zákaznické recenze"
"Customer Shopping Carts","Nákupní košík"
"Customer Since:","Zákazníkem od:"
"Customer Tax Classes","Daňová třída zákazníka"
"Customer was deleted","Zákazník byl smazán"
"Customer was successfully saved","Zákazník byl úspěšně uložen"
"Customer with the same email already exists.","Zákazník s tímto emailem již existuje."
"Customers","Zákazníci"
"Customers By Orders Total","Zákazníci podle objednávek"
"Customers by Number of Orders","Zákazníci dle počtu objednávek"
"DHTML Date/Time Selector","DHTML Date/Time Selector"
"Dashboard","Nástěnka"
"Data Format","Formát dat"
"Data transfer:","Přenos dat:"
"Date","Datum"
"Date & Time","Datum a Čas"
"Date Added","Přidáno datum"
"Date Updated","Datum upraveno"
"Date selection:","Smazat výběr:"
"Date selector","Výběr data"
"Day","Den"
"Decimal separator:","Oddělovač desetin:"
"Default (Admin) Values","Výchozí (Admin) hodnota"
"Default Billing Address","Výchozí fakturační adresa"
"Default Config","Výchozí nastavení"
"Default Template from Locale","Výchozí šablona z překladu"
"Default Values","Výchozí hodnota"
"Default display currency ""%s"" is not available in allowed currencies","Výchozí zobrazovaná měna ""%s"" není mezi povolenými měnami"
"Default scope","Výchozí rozsah"
"Delete","Smazat"
"Delete %s","Smazat %s"
"Delete %s '%s'","Smazat %s '%s'"
"Delete Profile","Smazat profil"
"Delete Role","Smazat roli"
"Delete Store View","Smazat pohled na obchod"
"Delete Template","Smazat šablonu"
"Delete User","Smazat uživatele"
"Delete Website","Smazat webové stránky"
"Description","Popis"
"Design","Vzhled"
"Design Section","Vzhled"
"Design change deleted","Změna vzhledu smazána"
"Design change saved","Změna vzhledu uložena"
"Details","Podrobnosti"
"Developer Section","Vývoj"
"Direction:","Směr:"
"Disable","Zakázat"
"Disabled","Neaktivní"
"Display %s first","Zobrazit prvních %s"
"Display default currency","Zobrazit výchozí měnu"
"Distributed under GNU LGPL. See %s for details.","Distribuováno pod GNU LGPL. Pro detaily se podívejte na %s."
"Do you really want to KILL parallel process and start new indexing process?","Opravdu chcete přerušit paralelní proces a spustit nové indexování?"
"Downloads","Stáhnout"
"Drag to move","Uchopit pro přesun"
"Drop-down","rozbalovací seznam"
"Edit","Upravit"
"Edit Design Change","Upravit změnu vzhledu"
"Edit Email Template","Upravit šablonu emailu"
"Edit Poll","Upravit anketu"
"Edit Queue","Upravit frontu"
"Edit Review","Upravit recenzi"
"Edit Role","Upravit roli"
"Edit Store View","Upravit pohled na obchod"
"Edit System Template","Upravit systémovou šablonu"
"Edit Template","Upravit šablonu"
"Edit URL Rewrite","Upravit url alias"
"Edit User","Upravit uživatele"
"Edit User '%s'","Upravit uživatele '%s'"
"Edit Website","Upravit webové stránky"
"Email","E-mail"
"Email Address:","Emailová adresa:"
"Email Preview","Náhled emailu"
"Email Template was successfully deleted.","Šablona emailu byla úspěšně smazána."
"Email Template was successfully saved.","Šablona emailu byla úspěšně uložena."
"Email address is empty.","Emailová adresa je prázdná."
"Email to a Friend","Poslat známému"
"Email:","Email:"
"Enable","Povolit"
"Enabled","Aktivní"
"Enclose Values In:","Hodnoty uzavřeny v:"
"Entity Type","Typ entity"
"Entity type:","Typ entity:"
"Error while cleared Image cache. Please try again later","Chyba při mazání vyrovnávací paměti (cache) obrázků. Prosím zkuste to později."
"Error while cleared Image cache. Please try again later.","Chyba při mazání vyrovnávací paměti (cache) obrázků. Prosím zkuste to později."
"Error while cleared JavaScript/CSS cache. Please try again later.","Chyba při mazání vyrovnávací paměti (cache) JavaScriptu/CSS. Prosím zkuste to později."
"Error while create backup. Please try again later","Chyba při vytváření zálohy. Prosím zkuste to později."
"Error while deleting email template data. Please review log and try again.","Chyba při mazání dat emailové šablony. Prosím prohlédněte si logy a zkuste to znovu."
"Error while deleting this role. Please try again later.","Chyba při mazání této role. Prosím zkuste to později."
"Error while deleting this set.","Chyba při mazání této množiny."
"Error while deleting this template. Please try again later.","Chyba při mazání této šablony. Prosím zkuste to později."
"Error while finished process. Please refresh cache","Chyba při dokončování procesu. Prosím obnovte cache."
"Error while refreshed Catalog Rewrites. Please try again later","Chyba při obnovování katalogových url. Prosím zkuste to později."
"Error while refreshed Layered Navigation Indices. Please try again later","Chyba při obnovování rejstříku navigace. Prosím zkuste to později."
"Error while saving account. Please try again later","Chyba při ukládání účtu. Prosím zkuste to později."
"Error while saving this configuration: ","Chyba při ukládání tohoto nastavení: "
"Error while saving this role. Please try again later.","Chyba při ukládání této role. Prosím zkuste to později."
"Error while saving this template. Please try again later.","Chyba při ukládání této šablony. Prosím zkuste to později."
"Error while updating selected review(s). Please try again later.","Chyba při aktualizování vybraných recenzí. Prosím zkuste to později."
"Excel","Excel"
"Excl. Tax","Bez daně"
"Expiration Date","Datum platnosti"
"Expiration Date: %s/%s","Datum expirace: %s/%s"
"Export","Export"
"Export CSV","Export CSV"
"Export Filters","Filtry exportu"
"Export to:","Export do:"
"Export:","Export:"
"Extension","Rozšíření"
"Extensions","Rozšíření"
"FTP Host[:Port]","Server FTP [:Port]"
"Failed to add a product to cart by id ""%s""","Chyba při přidávání produktu do košíku s id ""%s"""
"Failed to clear JavaScript/CSS cache.","Chyba při čištění vyrovnávací paměti JavaScript/CSS."
"Failed to save invoice.","Chyba při ukládání faktury."
"Field","Pole"
"Field Mapping","Přiřazení pole"
"File","Soubor"
"File Information","Informace o souboru"
"File name:","Jméno souboru:"
"File size should be more than 0 bytes","Velikost souboru musí být větší než 0 bytů."
"Files","Soubory"
"Final Price","Konečná cena"
"Finished profile execution.","Profil dokončen."
"First Name","Jméno"
"First Name is required field.","Jméno je vyžadovaná položka."
"First Name:","Jméno:"
"Firstname","Jméno"
"Fixed","Pevné"
"Flat Catalog Category rebuild error","Chyba při přegenerovávání Flat katalogu kategorií"
"Flat Catalog Category was rebuilt successfully","Flat katalog kategorií byl úspěšně přegenerován"
"Flat Catalog Product rebuild error. Please try again later","Chyba při přegenerovávání Flat katalogu produktů. Prosím zkuste to později"
"Flat Catalog Product was rebuilt successfully","Flat katalog produktů byl úspěšně přegenerován"
"Flush Catalog Images Cache","Vyprázdnit vyrovnávací paměť (cache) obrázků"
"Flush JavaScript/CSS Cache","Vyčistit vyrovnávací paměť JavaScript/CSS"
"For category","Pro kategorie"
"For latest version visit: %s","Pro poslední verzi navštivte: %s"
"For product","Pro produkt"
"Forgot your password?","Zapomněli jste heslo?"
"Forgot your user name or password?","Zapomněli jste uživatelské jméno nebo heslo?"
"From","Od"
"GLOBAL","GLOBAL"
"Gb","Gb"
"General Information","Všeobecné informace"
"General Section","Všeobecné informace"
"Get Image Base64","Obrázek v Base64"
"Get help for this page","Získat nápovědu pro tuto stránku"
"Global Attribute","Globální vlastnosti"
"Global Record Search","Globální hledání záznamu"
"Global Search","Globální hledání"
"Go Today","Přejít na dnešek"
"Google Base","Google Base"
"Google Base Items","Položky Google Base"
"Google Sitemaps","Google Sitemaps"
"Grand Total","Celkový součet"
"Grid (default) / List","Tabulka (výchozí) / Seznam"
"Grid only","Jenom tabulka"
"Group node name should be specified with field node name.","Jméno skupiny uzlů může být specifikováno v poli jméno uzlu."
"Group:","Skupina:"
"Guest","Návštěvník"
"HTTP (unsecure)","HTTP (nezabezpečené)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","Pomozte nám udržovat Magento aktuální - Hlaste všechny chyby. <br/> "
"Home","Domů"
"ID","ID"
"ID Path","ID cesta"
"IP Address","IP adresa"
"IPN (Instant Payment Notification) Only","Pouze IPN (Okamžitá notifikace platby - IPN)"
"If this message persists, please contact the store owner.","Pokud tato zpráva přetrvává, prosím kontaktujte provozovatele obchodu."
"Ignore","Ignorovat"
"Image cache was cleaned successfully.","Vyrovnávací paměť (cache) obrázků byla úspěšně smazána."
"Image cache was cleared successfully","Cache obrázků byla úspěšně smazána"
"Images","Obrázky"
"Images (.gif, .jpg, .png)","Obrázky (.gif, .jpg, .png)"
"Images Cache","Cache obrázků"
"Import","Import"
"Import Service","Služba import"
"Import and Export","Import a export"
"Import and Export Tax Rates","Import a export daňových sazeb"
"Import/Export","Import/Export"
"Import/Export Advanced","Rozšířený Import/Export"
"Import/Export Profile","Import/Export Profily"
"Imported <strong>%s</strong> records","Importováno <strong>%s</strong> záznamů"
"In","V"
"In Database:","V databázi:"
"In File:","V souboru:"
"Inactive","Neaktivní"
"Incl. Tax","S daní"
"Include","Obsahuje"
"Incoming Message","Příchozí zpráva"
"Insert Variable...","Vložte proměnou..."
"Interactive","Interaktivní"
"Interface Locale: %s","Rozhraní v jazyce: %s"
"Invalid Form Key. Please refresh the page.","Chybný klíč formuláře. Prosím obnovte stránku."
"Invalid Import Service Specified","Chybně vybraná importní služba"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in you php.ini file)","Neplatná POSR data (prosím zkontrolujte post_max_size a upload_max_filesize nastavení ve Vašem php.ini)"
"Invalid Secret Key. Please refresh the page.","Chybný tajný klíč. Prosím obnovte stránku."
"Invalid Username or Password.","Chybné uživatelské jméno nebo heslo."
"Invalid directory: %s","Chybný adresář: %s"
"Invalid email address ""%s""","Chybná emailová adresa ""%s"""
"Invalid file: %s","Chybný soubor: %s"
"Invalid input data for %s => %s rate","Chybná vstupní data pro %s => %s sazbu"
"Invalid parrent block for this block","Chybný rodičovský blok pro tento blok"
"Invalid section value","Chybná část hodnoty"
"Invalid sender name ""%s"". Please use only visible characters and spaces.","Neplatné jméno odesilatele ""%s"". Prosím používejte pouze viditelné znaky a mezery."
"Invalid store value","Chybně uložená hodnota"
"Invalid website value","Chybně uložený web"
"Invalidated","Zrušený"
"Inventory Stock Status","Stav skladu"
"Invoice #%s comment added","Komentář k faktuře %s přidán"
"Invoice #%s created","Faktura #%s vytvořena"
"Invoice History","Historie faktur"
"Invoice Totals","Faktury celkem"
"Invoice and shipment have been successfully created.","Faktura a zásilka byla úspěšně vytvořena."
"Invoice cancel error.","Chyba při rušení faktury."
"Invoice capture error","Chyba při zachytávání faktury"
"Invoice has been successfully created.","Faktura byla úspěšně vytvořena."
"Invoice void error","Chyba platby faktury"
"Invoice was successfully canceled.","Faktura byla úspěšně zrušena."
"Invoice was successfully captured","Faktura byla úspěšně zachycena"
"Invoice was successfully voided","Faktura byla úspěšně zrušena"
"Invoice without products could not be created.","Faktura bez produktů nemůže být vytvořena."
"Invoices","Faktury"
"Issue Number","Problém číslo"
"Issuer: %s","Vydavatel: %s"
"Items","Položky"
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","Vyrovnávací paměť pro JavaScript/CSS"
"JavaScript/CSS cache has been cleared successfully.","Vyrovnávací paměť (cache) JavaScriptu/CSS byla úspěšně smazána."
"JavaScript/CSS cache was cleaned successfully.","Vyrovnávací paměť (cache) JavaScriptu/CSS byla úspěšně smazána."
"Kb","Kb"
"Last 24 hours","Posledních 24 hodin"
"Last 5 Orders","Posledních 5 objednávek"
"Last 5 Search Terms","Posledních 5 vyhledávaných výrazů"
"Last 7 days","Posledních sedm dní"
"Last Logged In (%s):","Naposledy přihlášen (%s):"
"Last Logged In:","Naposledy přihlášen:"
"Last Name","Příjmení"
"Last Name is required field.","Příjmení je vyžadovaná položka."
"Last Name:","Příjmení"
"Last updated: %s. To refresh last day's <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>","Naposledy aktualizováno: %s. K obnovení statistik za<a href=""%s"">poslední dny</a>, klikněte <a href=""%s"">zde</a>"
"Lastname","Příjmení"
"Latest Message:","Poslední zpráva:"
"Layered Navigation Indices","Indexy vrstvy navigace"
"Layered Navigation Indices was refreshed successfully","Obnova vrstvy navigace proběhla v pořádku"
"Layered Navigation Indices were refreshed successfully","Obnova vrstvy navigace proběhla v pořádku"
"Layered Navigation indexing queue cancelled","Indexování vrstvy navigace bylo zrušeno"
"Layered Navigation indexing queued","Indexování vrstvy navigace je ve frontě"
"Layered Navigation process queued to be killed","Fronta vrstvy navigace byla zabita"
"Leave empty to use tax identifier","Ponechte prázdné pro použití DIČ"
"Lifetime Sales","Tržba celkem"
"Lifetime statistics was successfully updated","Statistiky byly úspěšně aktualizovány"
"Links","Odkazy"
"Links with associated products will retain only after saving current product.","Odkazy na sdružené produkty se projeví po uložení produktu."
"List (default) / Grid","Seznam (výchozí) / Tabulka"
"List only","Jenom seznam"
"Load Template","Nahrát šablonu"
"Load default template","Nahrát výchozí šablonu"
"Loading...","Nahrávám..."
"Local Server","Lokální server"
"Local/Remote Server","Lokální / vzdálený server"
"Locale","Místo a jazyk"
"Log Out","Odhlásit"
"Log in to Admin Panel","Přihlásit se do administračního panelu"
"Log into Magento Admin Page","Přihlásit se do administračního rozhraní"
"Logged in as %s","Přihlášen jako %s"
"Login","Přihlášení"
"Low Stock","Nízká zásoba"
"MAJOR","VYSOKÁ"
"MINOR","NÍZKÁ"
"MS Excel XML","MS Excel XML"
"Magento Admin","Magento Admin"
"Magento Commerce - Administrative Panel","Magento Commerce - Administrační rozhraní"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Magento Connect Manažer"
"Magento Logo","Magento Logo"
"Magento cache storage was flushed successfully .","Cache byly úspěšně smazány."
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Magento je obchodní známkou Irubin Consulting Inc. DBA Varien. <br/>Copyright &copy; %s Irubin Consulting Inc. <br/>"
"Magento ver. %s","Magento ver. %s"
"Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Magento je ochranou známkou Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.<br/>"
"Manage Attribute Sets","Spravovat množinu vlastností"
"Manage Attributes","Správa vlastností"
"Manage Categories","Správa kategorií"
"Manage Content","Obsah Magento"
"Manage Currency Rates","Spravovat měnové kurzy"
"Manage Customers","Správa zákazníků"
"Manage Ratings","Spravovat hodnocení"
"Manage Stores","Spravovat obchody"
"Manage Tax Rules","Správa daňových pravidel"
"Manage Tax Zones and Rates","Správa daňových zón a sazeb"
"Manage osCommerce Orders","Spravovat objednávky osCommerce"
"Manage osCommerce Profiles","Spravovat profily osCommerce"
"Matched expression","Odpovídající výrazu"
"Max","Max"
"Mb","Mb"
"Media (.avi, .flv, .swf)","Média (.avi, .flv, .swf)"
"Messages Inbox","Přijaté zprávy"
"Min","Min"
"Month","Měsíc"
"Most Viewed","Nejprohlíženější"
"Most Viewed Products","Nejprohlíženější produkty"
"Multiple Select","Vícenásobný výběr (označení)"
"My Account","Můj účet"
"N/A","nedefinováno"
"NOTICE","UPOZORNĚNÍ"
"Name","Jméno"
"Name on Card","Jméno na kartě"
"Name on the Card: %s","Jméno na kartě: %s"
"Name:","Jméno:"
"New ","Nový "
"New Accounts","Nové účty"
"New Api Key","Nový klíč API"
"New Attribute","Vytvořit nový atribut"
"New Block","Vytvořit nový blok"
"New Category","Vytvořit novou kategorii"
"New Class","Vytvořit novou třídu"
"New Condition","Vytvořit nové pravidlo"
"New Custom Variable","Vytvořit novou vlastní proměnnou"
"New Customer","Vytvořit nového zákazníka"
"New Customers","Noví zákazníci"
"New Design Change","Vytvořit novou změnu vzhledu"
"New Email Template","Nová šablona emailu"
"New Group","Vytvořit novou skupinu"
"New Invoice","Vytvořit novou fakturu"
"New Item Type","Nový typ položky"
"New Memo","Vytvořit novou poznámku"
"New Memo for #%s","Nová poznámka pro %s"
"New Page","Vytvořit novou stránku"
"New Password","Nové heslo"
"New Poll","Vytvořin novou anktetu"
"New Profile","Nový profil"
"New Rate","Nová sazba"
"New Rating","Nové hodnocení"
"New Review","Nová recenze"
"New Role","Přidat novou roli"
"New Rule","Přidat nové pravidlo"
"New Search","Nové hledání"
"New Set","Nová množina"
"New Shipment","Nová zásilka"
"New Sitemap","Nová mapa stránek"
"New Store View","Nový pohled obchodu"
"New System Template","Nová systémová šablona"
"New Tag","Nový štítek"
"New Template","Nová šablona"
"New User","Nový uživatel"
"New Variable","Vytvořit novou proměnnou"
"New Website","Nové webové stránky"
"New admin password","Nové heslo administrátora"
"Newsletter","Novinky"
"Newsletter Problems","Problémy zpravodaje"
"Newsletter Queue","Fronta zpravodaje"
"Newsletter Subscribers","Odběratelé zpravodaje"
"Newsletter Templates","Šablona zpravodaje"
"Next month (hold for menu)","Příští měsíc (podržte pro menu)"
"Next page","Další"
"Next year (hold for menu)","Příští rok (podržte pro menu)"
"No","Ne"
"No (price without tax)","Ne (cena bez daní)"
"No Data Found","Nenalezena data"
"No Templates Found","Nenalezeny šablony"
"No change","Žádné změny"
"No profile","Žádný profil"
"No profile loaded...","Profil nenačten."
"No records found for this period.","Nenalezen záznam pro toto časové období."
"No records found.","Nenalezen záznam."
"No report code specified","Nespecifikován kód zprávy"
"No search keywords.","Nenalezeno klíčové slovo."
