"Are you sure you want to send Invoice email to customer?","Jste si jisti, že chcete zaslat email o faktuře zákazníkovi?"
"Are you sure you want to send Shipment email to customer?","Jste si jisti, že chcete zrušit email o zásilce zákazníkovi?"
"Are you sure you want to send order email to customer?","Jste si jisti, že chcete zaslat email o objednávce zákazníkovi?"
"Are you sure you want to void the payment?","Jste si jisti, že chcete zrušit platbu?"
"Are you sure?","Jste si jisti?"
"Are you sure? This order will be cancelled and a new one will be created instead","Jste si jisti? Tato objednávka bude zrušena a místo ní bude vytvořena nová"
"At least a payment ID must be set.","Musí být nastaveno ID platby."
"Authorization amount %s pending approval on gateway.","Částka %s čeká na schválení platební bránou."
"Authorized amount of %s.","Povolené množství: %s."
"Back to My Orders","Zpět k mým objednávkám"
"Backordered","Nevyřízená objednávka"
"Bill to First name","Účet na jméno"
"Bill to Last name","Účet na příjmení"
"Bill to Name","Účet na jméno"
"Billing Address","Fakturační adresa"
"Buy %s for price %s","Koupit %s za cenu %s"
"Can not add order history.","Nelze přidat historii objednávky."
"Can not do invoice for order.","K objednávce nelze vytvořit fakturu."
"Can not do shipment for order.","Nelze vyrobit dodací list pro objednávku."
"Can not register existing shipment","Nelze registrovat existující nakládání"
"Can't get order instance","Objednávku nelze zobrazit"
"Cancel","Zrušit"
"Cancel invoice","Zrušit fakturu"
"Cancel order","Zrušit objednávku"
"Canceled","Zrušené"
"Cancelled order offline.","Offline zrušená objednávka."
"Cancelled order online.","Online zrušená objednávka."
"Cannot create an empty shipment.","Nelze vyrobit prázdnou zásilku."
"Cannot register existing creditmemo","Není možné zaregistrovat existující dobropis"
"Cannot register existing invoice","Nelze registrovat existující fakturu"
"Capture","Zachycené"
"Capture Amount","Zachycené množství"
"Capture Offline","Offline zachycené"
"Capture Online","Online zachycené"
"Capture invoice","Zachycená faktura"
"Captured amount of %s online.","Online přijaté množství %s."
"Carrier","Přepravce"
"Change Status","Změnit stav"
"Change status, add comments","Změnit stav, přidat komentář"
"Checkout totals sort order","Řazení celkového součtu"
"Click to change shipping method","Klikněte pro změnu doručovací metody"
"Close","Uzavřeno"
"Closed","Uzavřeno"
"Comment","Komentář"
"Comment Text","Text komentáře"
"Comments","Komentáře"
"Comments History","Historie komentářů"
"Complete","Hotovo"
"Country","Země"
"Coupon code accepted.","Kód kupónu akceptován."
"Coupons","Kupóny"
"Create","Vytvořit"
"Create New Customer","Vytvořit nového zákazníka"
"Create New Order","Vytvořit novou objednávku"
"Create New Order for %s","Vytvořit novou objednávku pro: %s"
"Create New Order for %s in %s","Vytvořit novou objednávku pro: %s v %s"
"Create New Order for New Customer","Vytvořit novou objednávku pro nového zákazníka"
"Create New Order for New Customer in %s","Vytvořit novou objednávku pro nového zákazníka v %s"
"Create Shipment","Vytvořit zásilku"
"Create new invoice for order","Vytvořit novou fakturu pro objednávku"
"Create new shipment for order","Vytvořit novou zásilku pro objednávku"
"Created At","Vytvořeno v"
"Credit Memo","Dobropis"
"Credit Memo #","Dobropis "
"Credit Memo # ","Dobropis"
"Credit Memo Comment Email Sender","Email odesilatele komentáře k dobropisu"
"Credit Memo Comment Email Template","Šablona emailu komentáře dobropisu"
"Credit Memo Comment Email Template for Guest","Šablona emailu komentáře k dobropisu pro návštěvníky"
"Credit Memo Comments","Komentáře dobropisu"
"Credit Memo Email Sender","E-mail odesilatele dobropisu"
"Credit Memo Email Template","Šablona emailu dobropisu"
"Credit Memo Email Template for Guest","Šablona emailu dobropisu pro návštěvníky"
"Credit Memo Update","Aktualizovat dobropis"
"Credit Memo Update for Guest","Aktualizace dobropisu pro návštěvníky"
"Credit Memo email not sent","Email dobropisu nebyl odeslán"
"Credit Memo email sent","Email dobropisu odeslán"
"Credit Memo...","Dobropis..."
"Credit Memos","Dobropisy"
"Creditmemo","Dobropis"
"Custom Options","Vlastní možnosti"
"Custom Price","Vlastní cena"
"Custom Value","Uživatelská hodnota"
"Customer","Zákazník"
"Customer Group","Skupina zákazníků"
"Customer My Account Order Creditmemo View","Zobrazit dobropisy"
"Customer My Account Order History","Historie objednávek"
"Customer My Account Order Invoice View","Zobrazení faktur"
"Customer My Account Order Shipment View","Zobrazení zásilek"
"Customer My Account Order View","Zobrazení objednávek"
"Customer Name","Jméno zákazníka"
"Customer's Current Activities","Současné aktivity zákazníka"
"Date","Datum"
"Date Shipped","Datum odeslání"
"Date of Birth","Datum narození"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)","Výchozí logo, bude použito v PDF a HTML dokumentech.<br/>(jpeg, tiff, png)"
"Delete","Smazat"
"Description message","Poznámka"
"Discount","Sleva"
"Discount (%s)","Sleva (%s)"
"Discount Amount","Množstevní sleva"
"Discounts","Slevy"
"Display Order ID in Header","Zobrazit ID objednávky v hlavičce"
"Document","Doklad"
"Edit","Upravit"
"Edit Gift Messsage","Upravit přání"
"Edit Order","Upravit objednávku"
"Edit Order #%s","Upravit objednávku %s"
"Email","E-mail"
"Email Copy of Credit Memo","Poslat kopii dobropisu na email"
"Email Copy of Invoice","Kopii faktury na email"
"Email Copy of Shipment","Kopii zásilky na email"
"Email Order Confirmation","Email potvrzení objednávky"
"Enable","Povolený"
"Enabled","Povoleno"
"Error to show in shopping cart","Chyby zobrazené v nákupním košíku"
"Excl. Tax","Bez daně"
"Failed to send order email.","Objednávkový email se nepodařilo odeslat."
"Failed to void the payment.","Platbu se nepodařilo zrušit."
"From","Od"
"From Name","Od jméno"
"From:","Od:"
"G.T. (Base)","Celkový součet (základ)"
"G.T. (Purchased)","Celkový součet (zakoupený)"
"Get shipping methods and rates","Získat dopravní metody a sazby"
"Gift","Dárek"
"Gift Message","Přání"
"Gift Message for Entire Order","Přání přiložené k objednávce"
"Gift Message for this Order","Přání k této objednávce"
"Grand Total","Celkový součet"
"Grand Total to be charged","Celkově účtovaný součet"
"Guest","Návštěvník"
"Hold","Podržet"
"Hold action is not available","Akce podržet není dostupná"
"Hold order","Podržet objednávku"
"ID","ID"
"If empty, the default description above will be used","Pokud je prázdné, použije se výchozí popis"
"If empty, the default error above will be used","Pokud je prázdné, použije se výchozí chyba"
"If the invoice was created offline, try creating an offline creditmemo.","Pokud byla faktura vytvořena offline, pokuste se vytvořit offline dobropis."
"Incl. Tax","S daní"
"Information","Informace"
"Invalid block: %s","Chybný blok: %s"
"Invalid carrier specified.","Vybrán chybný přepravce."
"Invalid draw line data. Please define ""lines"" array","Chybná data draw line. Prosím definujte pole ""lines"""
"Invalid item option format","Chybný formát položky"
"Invalid qty to invoice item ""%s""","Chybné množství položky ""%s"" ve faktuře"
"Invalid qty to refund item ""%s""","Neplatné množství položky ""%s"""
"Invalid qty to ship for item ""%s""","Neplatné množství pro doručení položky ""%s"""
"Invalid renderer model","Chybný model zobrazení"
"Invalid request for adding product to quote","Chybný požadavek množství pro přidávané zboží"
"Invoice","Faktura"
"Invoice #","Faktura"
"Invoice # ","Faktura # "
"Invoice #%s","Faktura %s"
"Invoice Comment Email Sender","Email odesilatele komentáře k faktuře"
"Invoice Comment Email Template","Šablona emailu komentáře faktury"
"Invoice Comment Email Template for Guest","Šablona emailu komentáře faktury pro návštěvníky"
"Invoice Comments","Poznámky k faktuře"
"Invoice Date","Datum faktury"
"Invoice Email Sender","Odesilatel faktury"
"Invoice Email Template","Šablona emailu faktury"
"Invoice Email Template for Guest","Šablona emailu faktury pro návštěvníky"
"Invoice Update","Aktualizace faktury"
"Invoice Update for Guest","Aktualizace faktury pro návštěvníky"
"Invoice and Packing Slip Design","Logo a adresa odesilatele"
"Invoice and Ship...","Faktura a zásilka"
"Invoice can not be canceled","Faktura nemůže být zrušena."
"Invoice can not be captured","Faktura nemůže být zachycena"
"Invoice can not be void","Faktura nemůže být nulová"
"Invoice cancel problem","Chyba při rušení faktury"
"Invoice capture problem","Chyba při zachytávání faktury"
"Invoice email not sent","Email faktury nebyl odeslán"
"Invoice email sent","Email faktury odeslán"
"Invoice void problem","Problém nulové faktury"
"Invoice will be created without communication with payment gateway.","Faktura bude vytvořena bez komunikace s platební bránou."
"Invoice...","Faktura..."
"Invoiced","Fakturováno"
"Invoices","Faktury"
"Item","Položka"
"Item Status","Stav položky"
"Item object is not specified.","Objekt položky není specifikován."
"Item option with code %s already exist","Zboží s tímto kódem (%s) již existuje"
"Item options declare error","Možnosti položky uznat chybu"
"Item ordered qty","Objednaných položek"
"Item qty declare error","Zvoleno chybné množství"
"Items Invoiced","Fakturované položky"
"Items Ordered","Objednané položky"
"Items Refunded","Vrácené položky"
"Items Shipped","Odeslané položky"
"Items options declare error.","Možnosti položek uznat chybu."
"Items to Refund","Položky k vrácení"
"Items to Ship","Položky k doručení"
"Last ordered items","Poslední objednané položky"
"Link to the new order","Odkaz na novou objednávku"
"Link to the previous order","Odkaz na předchozí objednávku"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo jen pro HTML dokumenty. Pokud ponecháte prázdné, použije se výchozí logo.<br/>(jpeg, gif, png)"
"Logo for HTML print view","Logo pro HTML tiskové náhledy"
"Logo for PDF print-outs (200x50)","Logo pro PDF tiskové výstupy (200x50)"
"Maximum shipping amount allowed to refound is: %s","Maximální povolená částka pro vrácení poštovného je: %s"
"Message","Zpráva"
"Message was successfully sent","Zpráva byla úspěšně odeslána"
"Message:","Zpráva:"
"Minimum amount","Minimální množství"
"Minimum order amount","Minimální objednací množství"
"Mixed","Smíšené"
"Move to Shopping Cart","Přesunout do košíku"
"Move to Wishlist","Přesunout do seznamu přání"
"Multi-address description message","Popis pro doručení na více adres"
"Multi-address error to show in shopping cart","Ukázat v košíku chybu více adres"
"My Orders","Moje objednávky"
"My Orders - Details","Moje objednávky – detaily"
"Name","Název"
"New","Nový"
"New Credit Memo","Nový dobropis"
"New Credit Memo for Guest","Nový dobropis pro návštěvníka"
"New Invoice","Nová faktura"
"New Invoice and Shipment for Order #%s","Nová faktura a zásilka pro objednávku číslo: %s"
"New Invoice for Guest","Nová faktura pro návštěvníka"
"New Invoice for Order #%s","Nová faktura pro objednávku číslo: %s"
"New Order","Nová objednávka"
"New Order Confirmation Email Sender","Odesilatel potvrzujícího emailu "
"New Order Confirmation Template","Šablona potvrzující novou objednávku"
"New Order Confirmation Template for Guest","Šablona potvrzující novou objednávku pro návštěvníka"
"New Order RSS","Nová objednávka RSS"
"New Order for Guest","Nová objednávka pro návštěvníka"
"New Shipment","Nová zásilka"
"New Shipment for Guest","Nová zásilka pro návštěvníka"
"New Shipment for Order #%s","Nová zásilka pro objednávku číslo: %s"
"New Status","Nový stav"
"Newsletter Subscription","Odběr zpravodaje"
"No Items","Žádné položky"
"No Items To Refund","Žádné položky k vrácení"
"No Payment Methods","Žádné způsoby platby"
"No detail for number ""%s""","Žádné podrobnosti pro číslo ""%s"""
"No items","Žádné položky"
"No order(s) put on hold","Žádné objednávky nebyly pozdrženy"
"No order(s) released from holding status","Žádné objednávky dokončené ze stavu pozdrženo"
"No ordered items","Žádné objednané položky"
"No shipping information available","Nejsou dostupné informace o doručení"
"Non-supported Transaction Type ""%s"".","Nepodporovaný typ transakce ""%s""."
"Not Capture","Nezachycené"
"Not Notified","Neoznamovat"
"Not enough valid data to save parent transaction ID.","Neplatná data pro uložení nadřazené transakce."
"Notification Not Applicable","Upozornění není použitelné"
"Notified","Oznámit"
"Notify Customer","Upozornit zákazníka"
"Number","Číslo"
"Number of Orders","Počet objednávek"
"On Hold","Podržet"
"Order","Objednávka"
"Order #","Objednávka č."
"Order # ","Заказ №"
"Order # %s","Objednávka %s"
"Order #%s","Objednávka %s"
"Order #%s - %s","Objednávka %s - <small><em>%s</em></small>"
"Order API","API objednávky"
"Order Comment","Komentář k objednávce"
"Order Comment Email Sender","Email odesilatele komentáře k objednávce"
"Order Comment Email Template","Šablona emailu komentáře objednávky"
"Order Comment Email Template for Guest","Šablona emailu komentáře objednávky pro návštěvníka"
"Order Comments","Komentář k objednávce"
"Order Credit Memos","Dobropisy objednávky"
"Order Currency:","Měna objednávky:"
"Order Date","Datum objednávky"
"Order Date (%s)","Datum objednávky (%s)"
"Order Date: ","Datum objednávky: "
"Order Date: %s","<p><strong>Datum objednávky:</strong> %s</p>"
"Order Details","Detaily objednávky"
"Order Grand Total","Objednávka celkem"
"Order History","Historie objednávky"
"Order Information","Informace o objednávce"
"Order Invoices","Faktury objednávky"
"Order Shipments","Zásilky objednávky"
"Order Status","Stav objednávky"
"Order Subtotal","Součet objednávky"
"Order Total","Objednávka celkem"
"Order Totals","Objednávka celkem"
"Order Update","Aktualizace objednávky"
"Order Update for Guest","Aktualizace objednávky pro návštěvníka"
"Order View","Objednávky"
"Order does not allow to be canceled.","Objednávka nemá možnost být zrušena."
"Order does not allow to create an invoice.","Objednávka nemá dovoleno vytvořit fakturu."
"Order email has been successfully sent.","Email s objednávkou byl úspěšně odeslán."
"Order has been successfully created","Objednávka byla úspěšně vytvořena"
"Order invoice","Faktura objednávky"
"Order object is not specified.","Objekt objednávky není specifikován."
"Order saving error: %s","Chyba při ukládání objednávky: %s"
"Order shipments","Zásilky objednávky"
"Order was not cancelled.","Objednávka nebyla zrušena."
"Order was not put on hold.","Objednávka nemůže být pozdržena."
"Order was not unholded.","Objednávka nebyla odblokována."
"Order was placed using %s","Objednávka byla umístěna s použitím %s"
"Order was successfully cancelled.","Objednávka byla úspěšně zrušena."
"Order was successfully put on hold.","Objednávka byla úspěšně pozdržena."
"Order was successfully released from holding status.","Objednávka byla úspěšně vyřízena ze stavu pozdržena."
"Order(s) can not be canceled","Objednávka nemůže být zrušena"
"Ordered","Objednáno"
"Orders","Objednávky"
"Original Price","Původní cena"
"PDF Credit Memos","PDF Dobropis"
"PDF Invoices","PDF Faktury"
"PDF Packingslips","PDF průvodka"
"PDF Print-outs","PDF výstup"
"PDF object is not specified.","PDF objekt není specifikován."
"PDF page object is not specified.","Stránka PDF není specifikován."
"Packingslip # ","Průvodka # "
"Paid","Zaplacený"
"Paid Amount","Zaplacené množství"
"Parent transaction ID must have a transaction ID.","Nadřazené id transakce musí mít id transakce."
"Partial","Částečně"
"Payment Failed","Neúspěšné platby"
"Payment Information","Platební údaje"
"Payment Method","Platební metoda"
"Payment Method:","Platební metoda:"
"Payment disallow storing objects.","Platba zakazuje ukládání objektů."
"Payment has been voided successfully.","Zrušení platby proběhlo úspěšně."
"Payment transactions disallow storing objects.","Platební transakce nepovoluje ukládání objektů."
"Pdf total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","Pdf total model by měl rozšiřovat Mage_Sales_Model_Order_Pdf_Total_Default"
"Pending","Čekající"
"Pending Payment","Čekající platba"
"Period","Období"
"Placed from IP","Zadaná z IP"
"Please define PDF object before using","Prosím definujte PDF objekt před jeho použitím"
"Please enter positive number in this field.","Prosím vložte kladné číslo do tohoto pole."
"Please select a customer","Vyberte zákazníka"
"Please select a store","Vyberte obchod"
"Please select products to add","Vyberte produkt k přidání"
"Price","Cena"
"Print","Vytisknout"
"Print All","Vytisknout vše"
"Print All Invoices","Vytisknout všechny faktury"
"Print All Refunds","Vytisknout všechny platby"
"Print All Shipments","Vytisknout všechny zásilky"
"Print Credit Memos","Vytisknout dobropis"
"Print Invoice","Vytisknout fakturu"
"Print Invoices","Vytisknout fakturu"
"Print Order","Vytisknout objednávku"
"Print Order # %s","Vytisknout objednávku %s"
"Print Packingslips","Vytisknout průvodky"
"Print Refund","Vytisknout platbu"
"Print Shipment","Vytisknout zásilku"
"Processing","Zpracování"
"Processing data problem","Problém při zpracování dat"
"Product","Produkt"
"Product Name","Název produktu"
"Products","Produkty"
"Products in Compare List","Produkty v seznamu porovnávání"
"Profit","Zisk"
"Proper payment object must be set.","Platební objekt musí být nastaven."
"Purchased From","Koupeno od"
"Purchased On","Objednáno"
"Purchased from (store)","Koupeno z (obchod)"
"QTY","Množství"
"Qty","Množství"
"Qty Invoiced","Fakturované množství"
"Qty Ordered","Objednané množství"
"Qty Shipped","Odeslané množství"
"Qty To Add","Množství k přidání"
"Qty to Invoice","Množství k fakturaci"
"Qty to Refund","Množství na vrácení peněz"
"Qty to Ship","Množství položek k doručení"
"Rate","Sazba"
"Recent Orders","Poslední objednávky"
"Recently Compared Products","Nedávno porovnávané produkty"
"Recently Viewed","Poslední prohlížený"
"Recently Viewed Products","Nedávno zobrazené produkty"
"Refresh","Obnovit"
"Refund","Splátka"
"Refund #","Platba #"
"Refund #%s","Platba # %s"
"Refund Amount","Množství splátek"
"Refund Offline","Offline splátky"
"Refund Shipping","Náhrada přepravy"
"Refund Totals","Splátky celkem"
"Refunded","Splacený"
"Refunded amount of %s offline.","Offline vrácené množství od: %s."
"Refunded amount of %s online.","Online vrácené množství od: %s."
"Refunds","Platby"
"Registered a Void notification.","Upozornění na registrované a zrušené."
"Registered notification about authorized amount of %s.","Zaznamenáno oznámení o povolené částce %s."
"Registered notification about captured amount of %s.","Zaznamenáno oznámení o přijaté částce %s."
"Registered notification about refunded amount of %s.","Zaznamenáno oznámení o vrácené částce %s."
"Remove","Odstranit"
"Remove Coupon Code","Odstranit kupón"
"Remove tracking number","Odebrat sledovací číslo"
"Reorder","Znovu objednat"
"Reorder...","Znovu objednat..."
"Requested Payment Method is not available","Požadovaná platební metoda není povolená"
"Retrieve invoice info","Načíst informace o faktuře"
"Retrieve invoice information","Získat informace o faktuře"
"Retrieve list of invoices by filters","Získat filtrovaný seznam faktur"
"Retrieve list of orders by filters","Získat filtrovaný seznam objednávek"
"Retrieve list of shipments by filters","Získat filtrovaný seznam zásilek"
"Retrieve order information","Získat informace o objednávce"
"Retrieve orders info","Načíst informace o objednávce"
"Retrieve shipment info","Načíst informace o zásilce"
"Retrieve shipment information","Získat informace o zásilce"
"Return to Stock","Vrátit na sklad"
"Returned","Vrácené"
"Row Subtotal","Součet řádek"
"Row Total","Celkem řádek"
"SHIP TO:","POSLAT NA:"
"SKU","SKU"
"SOLD TO:","PRODAT:"
"Sales","Prodeje"
"Sales Emails","Emaily prodeje"
"Sales Emails Section","Emaily prodeje"
"Sales Invoice Print View","Zobrazení faktury pro tisk"
"Sales Order Print View","Zobrazit objednávky pro tisk"
"Sales Section","Prodeje"
"Sales Shipment Print View","Zobrazení zásilky pro tisk"
"Same As Billing Address","Stejná jako fakturační adresa"
"Save and Close Message","Uložit a zavřít zprávu"
"Save in address book","Uložit v adresáři"
"Select from existing customer addresses:","Vybrat z existujících zákaznických adres"
"Send Credit Memo Comment Email Copy To","Odeslat kopii komentáře dobropisu na email"
"Send Credit Memo Email Copy To","Odeslat kopii dobropisu na email"
"Send Email","Odeslat email"
"Send Invoice Comment Email Copy To","Poslat kopii komentáře k faktuře na email"
"Send Invoice Email Copy To","Poslat kopii faktury na email"
"Send Order Comment Email Copy To","Poslat kopii komentáře objednávky na email"
"Send Order Email Copy Method","Poslat kopii objednávky jako"
"Send Order Email Copy To","Poslat kopii objednávky na email"
"Send Sales Emails","Odeslat prodejní emaily"
"Send Shipment Comment Email Copy To","Poslat kopii komentáře zásilky na email"
"Send Shipment Email Copy To","Poslat kopii zásilky na email"
"Send Tracking Information","Poslat sledovací informace"
"Ship","Doručit"
"Ship to","Poslat na"
"Ship to First name","Doručit na jméno"
"Ship to Last name","Doručit na příjmení"
"Ship to Name","Zásilka na jméno"
"Ship...","Doručit..."
"Shipment","Zásilka"
"Shipment #","Zásilka"
"Shipment #%s","Zásilka #%s"
"Shipment #%s (%s)","Zásilka číslo: %s (%s)"
"Shipment Comment Email Sender","Odesílatel emailu komentáře k zásilce"
"Shipment Comment Email Template","Šablona emailu komentáře k zásilce"
"Shipment Comment Email Template for Guest","Šablona emailu komentáře k zásilce pro návštěvníka"
"Shipment Comments","Komentář k zásilce"
"Shipment Email Sender","Odesílatel zásilkového emailu"
"Shipment Email Template","Šablona emailu zásilky"
"Shipment Email Template for Guest","Šablona emailu zásilky pro návštěvníka"
"Shipment Update","Aktualizace zásilky"
"Shipment Update for Guest","Aktualizace zásilky pro návštěvníka"
"Shipment email not sent","Email zásilky nebyl odeslán"
"Shipment email sent","Email zásilky byl odeslán"
"Shipments","Zásilky"
"Shipped","Odesláno"
"Shipped By","Posláno"
"Shipping","Přeprava"
"Shipping & Handling","Poštovné a balné"
"Shipping &amp; Handling","Poštovné a balné"
"Shipping &amp; Handling Information","Informace o poštovném a balném"
"Shipping Address","Dodací adresa"
"Shipping Amount","Množství k dodání"
"Shipping Information","Dodací údaje"
"Shipping Method","Způsob dodání"
"Shipping Method:","Způsob dopravy:"
"Shipping Refund","Platby za doručení"
"Shipping and Tracking Information","Informace a sledování zásilky"
"Shopping Cart","Nákupní košík"
"Signed Up From","Odbírat od"
"Sku","Sku"
"Some items have quantities exceeding allowed quantities. Please select a lower quantity to checkout.","Některé položky překračují povolené množství. Vyberte nižší množství pro pokračování."
"Some of the products below don't have all the required options. Please remove them and add again with all the required options.","Některý z následujících produktů neobsahuje všechny požadované vlastnosti. Prosím odeberte ho a přidejte znovu se všemi požadovanými parametry."
"Sorry, no quotes are available for this order at this time.","Litujeme, pro tuto objednávku nyní nejsou k dispozici žádné nabídky."
"Source object is not specified.","Zdrojový objekt není specifikován."
"State/Province","Stát/provincie"
"Status","Stav"
"Store Credit","Kredit obchodu"
"Submit Comment","Odeslat Komentář"
"Submit Credit Memo","Odeslat dobropis"
"Submit Order","Odeslat objednávku"
"Submit Shipment","Odeslat zásilku"
"Subscribe to Newsletter","Odebírat zpravodaj"
"Subscribe to Order Status","Odebírat stav objednávky"
"Subtotal","Součet"
"Subtotal after discount","Celkem po slevě"
"Subtotal:","Součet:"
"Suspected Fraud","Podezření na podvod"
"TAX/VAT Number","DIČ"
"Tax","Daň"
"Tax Amount","Daň v Kč"
"Tax Percent","Daň v procentech"
"Telephone","Telefon"
"The Order State ""%s"" must not be set manually.","Stav objednávky ""%s"" nesmí být nastaven ručně."
"The item %s (SKU %s) doesn't exist in the catalog anymore","Položka %s (SKU %s) již nadále v katalogu neexistuje"
"The transaction ""%s"" (%s) is already closed.","Transakce ""%s"" (%s) je již uzavřena."
"There are no printable documents related to selected orders","Žádné dokumenty k vytištění pro vybrané objednávky"
"This message will be shown in shopping cart when subtotal after discount less than minimum amount","Tato zpráva se zobrazí v nákupním košíku pokud celková cena po slevě bude nižší než minimální částka"
"This operation requires an existing transaction object.","Tato operace vyžaduje existující transakční objekt."
"This order contains (%s) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%s) items will be removed, the order will be cancelled and a new order will be placed","Tato objednávka obsahuje položky (%s), které nelze nyní upravovat. Pokud chcete pokračovat v úpravě, položky (%s) budou odebrány, objednávka bude zrušena a nová objednávka bude vytvořena."
"This order no longer exists.","Objednávka již neexistuje."
"Tier Pricing","Množstevní sleva"
"Title","Nadpis"
"To","Pro"
"To Name","Pro jméno"
"To:","Pro:"
"Total","Celkem"
"Total %d product(s)","Celkem produktů: %d"
"Total Due","Odměna celkem"
"Total Paid","Zaplaceno celkem"
"Total Qty","Celkové množství"
"Total Refund","Celkem zaplatit"
"Total Refunded","Celkem zaplaceno"
"Total Shipping Charges","Celkové náklady na dopravu"
"Total Tax","Celkem daň"
"Total(ex)","Celkem(ex)"
"Total(inc)","Celkem(inc)"
"Track Order","Sledovat objednávku"
"Track all shipment(s)","Sledovat všechny zásilky"
"Track all shipments","Sledovat všechny zásilky"
"Track this shipment","Sledovat zásilku"
"Track your order","Sledovat Vaší objednávku"
"Tracking","Sledovat"
"Tracking Number","Sledovat číslo"
"Tracking Number(s):","Sledovací číslo:"
"Transaction ""%s"" was already processed.","Transakce ""%s"" byla již zpracována."
"Transaction ID must not be empty.","ID transakce nesmí být prázdné."
"Transaction ID: ""%s"".","ID transakce: ""%s""."
"Unhold","Pustit"
"Unhold order","Pustit objednávku"
"Unknown State","Neznámý stav"
"Unknown Status","Neznámý stav"
"Update Changes","Aktualizovat změny"
"Update Items and Qty's","Aktualizovat položky a množství"
"Update Qty's","Aktualizovat množství"
"Validate each address separately in multi-address checkout","Ověřit jednotlivé adresy samostatně v případě doručení na více adres"
"View","Zobrazit"
"View All","Zobrazit všechny"
"View Order","Zobrazit objednávku"
"Void","Prázdný"
"Void invoice","Vynulovat fakturu"
"Voided authorization.","Autorizace zrušena."
"Website","Webové stránky"
"Wishlist","Seznam přání"
"You have placed no orders.","Nemáte žádné objednávky."
"Your credit card will be charged for","Z Vaší platební karty bude odečteno"
"ZIP/Post Code","PSČ"
"separate by "",""","oddělené "","""
